# ----------------------------------------,,,,,,,,,,,,,,,,,,,,,,
# Corp Site Adult Learner,,,,,,,,,,,,,,,,,,,,,,
# Copy of CET Campaign Results-Free form 1,,,,,,,,,,,,,,,,,,,,,,
# 20250101-20250430,,,,,,,,,,,,,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Segment,All Users,All Users,All Users,All Users,All Users,All Users,All Users,All Users,All Users,All Users,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,
Page path and screen class,First user campaign,Total users,New users,Active users,Returning users,Views,Sessions,Views per session,Average session duration,Bounce rate,Exits,Total users,New users,Active users,Returning users,Views,Sessions,Views per session,Average session duration,Bounce rate,Exits,
/adult-learner/funding/bursary-part-time-diploma,(organic),386,144,379,170,549,470,1.168085106,103.5263624,0.210638298,317,386,144,379,170,549,470,1.168085106,103.5263624,0.210638298,317,
/adult-learner/course-detail/NYP-BMDP04/diploma-in-business-practice-customer-relationship-and-service-management,cet-q1-2025,382,2,381,67,513,440,1.165909091,90.96687226,0.034090909,217,382,2,381,67,513,440,1.165909091,90.96687226,0.034090909,217,
/adult-learner/course-detail/NYP-CB1579/ai-for-business-communication,(organic),379,125,379,84,494,464,1.064655172,143.3892986,0.144396552,273,379,125,379,84,494,464,1.064655172,143.3892986,0.144396552,273,
/adult-learner/course-detail/NYP-CI241004/project-management-professional-synchronous-e-learning,(organic),378,333,377,78,506,525,0.963809524,138.7261975,0.325714286,437,378,333,377,78,506,525,0.963809524,138.7261975,0.325714286,437,
/adult-learner/course-detail/NYP-DXSP01/specialist-diploma-in-smart-project-and-facilities-management,(direct),377,113,367,71,468,444,1.054054054,53.00511169,0.204954955,214,377,113,367,71,468,444,1.054054054,53.00511169,0.204954955,214,
/adult-learner/course-detail/NYP-CB1579/ai-for-business-communication,cet-q1-2025,375,1,375,76,439,410,1.070731707,52.26103704,0.024390244,139,375,1,375,76,439,410,1.070731707,52.26103704,0.024390244,139,
/adult-learner/find-a-course,2024S2-sbm-acet,375,193,375,58,912,445,2.049438202,103.9940221,0.164044944,269,375,193,375,58,912,445,2.049438202,103.9940221,0.164044944,269,
/adult-learner/course-detail/NYP-ITSP09/specialist-diploma-in-business-and-big-data-analytics,(direct),374,53,371,92,464,451,1.028824834,296.4479331,0.119733925,171,374,53,371,92,464,451,1.028824834,296.4479331,0.119733925,171,
/adult-learner/course-types/recommended/augmented-virtual-reality,(direct),374,151,374,4,378,377,1.00265252,3.66020439,0.180371353,148,374,151,374,4,378,377,1.00265252,3.66020439,0.180371353,148,
/adult-learner/course-detail/NYP-BMSP13/specialist-diploma-in-human-resource-management,2025S1-sbm-acet,373,1,373,75,518,453,1.143487859,138.6191163,0.075055188,295,373,1,373,75,518,453,1.143487859,138.6191163,0.075055188,295,
/adult-learner/course-detail/NYP-EGSP18/specialist-diploma-in-biomedical-and-pharmaceutical-engineering,(organic),370,169,369,147,465,468,0.993589744,128.1148774,0.222222222,313,370,169,369,147,465,468,0.993589744,128.1148774,0.222222222,313,
/adult-learner/course-detail/NYP-ITSP12/specialist-diploma-in-applied-artificial-intelligence-pcm,(organic),368,113,367,163,561,540,1.038888889,283.4798478,0.181481481,324,368,113,367,163,561,540,1.038888889,283.4798478,0.181481481,324,
/adult-learner/course-types/recommended/artificial-intelligence,(direct),368,97,363,65,474,410,1.156097561,59.99359014,0.129268293,90,368,97,363,65,474,410,1.156097561,59.99359014,0.129268293,90,
/adult-learner/course-detail/NYP-BMSP21/specialist-diploma-in-hr-analytics-and-digitalisation,(direct),365,72,365,80,464,435,1.066666667,61.58241096,0.140229885,164,365,72,365,80,464,435,1.066666667,61.58241096,0.140229885,164,
/adult-learner/course-detail/NYP-DXSP07/specialist-diploma-in-user-experience-design-and-management,(direct),363,92,351,68,437,409,1.068459658,39.50314269,0.19804401,162,363,92,351,68,437,409,1.068459658,39.50314269,0.19804401,162,
/adult-learner/course-detail/NYP-HSSP14/specialist-diploma-in-clinical-education,(organic),363,173,359,131,533,503,1.059642147,126.0472838,0.236580517,339,363,173,359,131,533,503,1.059642147,126.0472838,0.236580517,339,
/adult-learner/course-detail/NYP-HSSP18/specialist-diploma-in-nursing-gerontology,(organic),361,151,360,117,471,429,1.097902098,168.1486622,0.146853147,240,361,151,360,117,471,429,1.097902098,168.1486622,0.146853147,240,
/adult-learner/course-detail/NYP-WSCY02_801/sctp-certificate-in-food-services-pastry-and-baking-part-time,cet-q1-2025,359,0,359,54,443,394,1.124365482,70.33980739,0.040609137,137,359,0,359,54,443,394,1.124365482,70.33980739,0.040609137,137,
/adult-learner/course-detail/NYP-ASSP01/specialist-diploma-in-environmental-management-and-applied-water-technology,(direct),356,96,335,57,415,394,1.053299492,48.54969322,0.19035533,146,356,96,335,57,415,394,1.053299492,48.54969322,0.19035533,146,
/adult-learner/course-detail/NYP-ASAP01/advanced-diploma-in-pharmaceutical-sciences,(organic),355,139,352,117,452,420,1.076190476,137.0371331,0.142857143,266,355,139,352,117,452,420,1.076190476,137.0371331,0.142857143,266,
/adult-learner/course-detail/NYP-DXSP05/specialist-diploma-in-digital-media-production,(organic),354,187,352,98,472,435,1.085057471,99.568479,0.285057471,297,354,187,352,98,472,435,1.085057471,99.568479,0.285057471,297,
/adult-learner/course-types/work-study-certificates,cet-q1-2025,354,55,352,72,429,386,1.111398964,73.47870921,0.103626943,110,354,55,352,72,429,386,1.111398964,73.47870921,0.103626943,110,
/adult-learner/course-detail/NYP-CX241003/storytelling-using-generative-artificial-intelligence,cet-q1-2025,353,1,353,72,458,393,1.165394402,60.09308405,0.03307888,136,353,1,353,72,458,393,1.165394402,60.09308405,0.03307888,136,
/adult-learner/course-detail/NYP-EGDP07/diploma-in-engineering-public-transport-operations,(direct),352,60,350,60,473,434,1.089861751,77.78046497,0.140552995,159,352,60,350,60,473,434,1.089861751,77.78046497,0.140552995,159,
/adult-learner/course-types/part-time-diplomas-certificates,oh2025,349,251,346,86,480,419,1.145584726,81.2776191,0.202863962,160,349,251,346,86,480,419,1.145584726,81.2776191,0.202863962,160,
/adult-learner/course-detail/NYP-ASSP01/specialist-diploma-in-environmental-management-and-applied-water-technology,(organic),346,197,343,104,447,417,1.071942446,121.366318,0.213429257,274,346,197,343,104,447,417,1.071942446,121.366318,0.213429257,274,
/adult-learner/course-detail/NYP-CE231001/building-artificial-intelligence-ai-applications-from-end-to-end-classroom-and-synchronous-e-learning,(direct),346,68,345,62,406,397,1.022670025,41.47967979,0.161209068,121,346,68,345,62,406,397,1.022670025,41.47967979,0.161209068,121,
/adult-learner/course-detail/NYP-DXSP03/specialist-diploma-in-service-experience-design-and-innovation,(organic),345,177,343,96,422,405,1.041975309,211.6799321,0.259259259,234,345,177,343,96,422,405,1.041975309,211.6799321,0.259259259,234,
/adult-learner/course-types/short-courses/singapore-customs-courses-businesses,(referral),344,319,342,75,613,466,1.315450644,145.2806077,0.126609442,106,344,319,342,75,613,466,1.315450644,145.2806077,0.126609442,106,
/adult-learner/find-a-course,oh2025,344,1,344,156,1010,457,2.210065646,161.0527158,0.072210066,198,344,1,344,156,1010,457,2.210065646,161.0527158,0.072210066,198,
/adult-learner/course-detail/NYP-DXSP07/specialist-diploma-in-user-experience-design-and-management,(organic),342,213,341,111,490,454,1.079295154,162.8079928,0.244493392,319,342,213,341,111,490,454,1.079295154,162.8079928,0.244493392,319,
/adult-learner/course-detail/NYP-EGDP06/diploma-in-engineering-electronic-and-digital-engineering,cet-q1-2025,341,1,341,67,457,405,1.128395062,96.24602293,0.024691358,187,341,1,341,67,457,405,1.128395062,96.24602293,0.024691358,187,
/adult-learner/course-detail/NYP-BMSP16/specialist-diploma-in-fund-management-and-administration,(direct),340,79,339,67,492,475,1.035789474,94.43030089,0.261052632,231,340,79,339,67,492,475,1.035789474,94.43030089,0.261052632,231,
/adult-learner/course-detail/NYP-EGDP04/diploma-in-engineering-aerospace-manufacturing,(organic),337,26,336,134,481,414,1.161835749,96.01160693,0.050724638,212,337,26,336,134,481,414,1.161835749,96.01160693,0.050724638,212,
/adult-learner/course-detail/NYP-ITLP01/work-study-certificate-leading-to-diploma-in-infocomm-and-digital-media-it-network-and-system-administration-dinsa2,(organic),337,47,337,146,521,447,1.165548098,113.9901395,0.102908277,237,337,47,337,146,521,447,1.165548098,113.9901395,0.102908277,237,
/adult-learner/course-detail/NYP-BMSP21/specialist-diploma-in-hr-analytics-and-digitalisation,2025S1-sbm-acet,330,2,330,52,423,365,1.15890411,71.38270407,0.046575342,232,330,2,330,52,423,365,1.15890411,71.38270407,0.046575342,232,
/adult-learner/course-detail/NYP-ITSP13/specialist-diploma-in-cybersecurity-pcm,(direct),330,34,330,72,441,421,1.047505938,72.73037897,0.13064133,161,330,34,330,72,441,421,1.047505938,72.73037897,0.13064133,161,
/adult-learner/course-detail/NYP-DXSP02/specialist-diploma-in-visual-effects,(direct),327,74,311,59,364,346,1.052023121,45.43607987,0.190751445,149,327,74,311,59,364,346,1.052023121,45.43607987,0.190751445,149,
/adult-learner/course-detail/NYP-BMSP15/specialist-diploma-in-supply-chain-management,(direct),325,46,325,71,389,365,1.065753425,57.25653044,0.095890411,128,325,46,325,71,389,365,1.065753425,57.25653044,0.095890411,128,
/adult-learner/course-detail/NYP-WSCY05_801/sctp-advanced-certificate-in-food-services-culinary-arts-part-time,cet-q1-2025,325,0,325,61,387,343,1.128279883,61.32008036,0.008746356,109,325,0,325,61,387,343,1.128279883,61.32008036,0.008746356,109,
/adult-learner/course-detail/NYP-BMDP05/diploma-in-business-practice-accounting,cet-q1-2025,323,1,323,72,453,390,1.161538462,106.2523964,0.043589744,225,323,1,323,72,453,390,1.161538462,106.2523964,0.043589744,225,
/adult-learner/course-detail/NYP-DXSP06/specialist-diploma-in-digital-content-creation-for-e-commerce,(direct),319,79,313,54,356,340,1.047058824,56.81775364,0.132352941,118,319,79,313,54,356,340,1.047058824,56.81775364,0.132352941,118,
/adult-learner/course-detail/NYP-CLSP07/specialist-diploma-in-clinical-research-management,(direct),317,89,316,37,351,333,1.054054054,31.94701182,0.12012012,117,317,89,316,37,351,333,1.054054054,31.94701182,0.12012012,117,
/adult-learner/course-detail/NYP-WSCY02_801/sctp-certificate-in-food-services-pastry-and-baking-part-time,(direct),317,29,315,33,349,337,1.035608309,29.43500042,0.03264095,48,317,29,315,33,349,337,1.035608309,29.43500042,0.03264095,48,
/adult-learner/course-detail/NYP-CX241003/storytelling-using-generative-artificial-intelligence,(direct),314,87,313,42,378,361,1.047091413,35.79523548,0.1966759,115,314,87,313,42,378,361,1.047091413,35.79523548,0.1966759,115,
/adult-learner/course-types/part-time-diplomas-certificates,2024S2-sbm-acet,313,281,312,36,421,373,1.128686327,63.12769276,0.198391421,159,313,281,312,36,421,373,1.128686327,63.12769276,0.198391421,159,
/adult-learner/course-detail/NYP-WSCY06_801/sctp-advanced-certificate-in-food-services-pastry-and-baking-part-time,cet-q1-2025,312,0,312,53,434,378,1.148148148,139.5592372,0.126984127,170,312,0,312,53,434,378,1.148148148,139.5592372,0.126984127,170,
/adult-learner/course-detail/NYP-CE1510/demystify-generative-artificial-intelligence,(direct),310,50,309,54,395,400,0.9875,79.37654336,0.135,123,310,50,309,54,395,400,0.9875,79.37654336,0.135,123,
/adult-learner/course-detail/NYP-CB1579/ai-for-business-communication,(direct),307,58,306,37,361,343,1.052478134,51.97590704,0.119533528,90,307,58,306,37,361,343,1.052478134,51.97590704,0.119533528,90,
/adult-learner/course-detail/NYP-HSAF35/advanced-diploma-in-nursing-palliative-care,(organic),306,170,305,94,433,378,1.145502646,151.232187,0.185185185,261,306,170,305,94,433,378,1.145502646,151.232187,0.185185185,261,
/adult-learner/course-detail/NYP-ITSPA1/post-diploma-certificate-in-business-analytics-part-of-specialist-diploma-in-business-and-big-data-analytics,(direct),306,34,305,49,340,334,1.017964072,45.3168197,0.056886228,78,306,34,305,49,340,334,1.017964072,45.3168197,0.056886228,78,
/adult-learner/course-types/part-time-diplomas-certificates,(referral),306,135,306,102,563,474,1.187763713,137.2440164,0.111814346,141,306,135,306,102,563,474,1.187763713,137.2440164,0.111814346,141,
/adult-learner/course-detail/NYP-ITSP12/specialist-diploma-in-applied-artificial-intelligence,(direct),304,57,302,86,511,472,1.082627119,112.6722952,0.205508475,243,304,57,302,86,511,472,1.082627119,112.6722952,0.205508475,243,
/adult-learner/course-types/recommended/green-economy,(organic),304,81,302,120,448,379,1.182058047,107.8389047,0.118733509,116,304,81,302,120,448,379,1.182058047,107.8389047,0.118733509,116,
/adult-learner/course-detail/NYP-DXSP05/specialist-diploma-in-digital-media-production,(direct),302,46,299,43,370,363,1.019283747,50.35109966,0.143250689,119,302,46,299,43,370,363,1.019283747,50.35109966,0.143250689,119,
/adult-learner/course-detail/NYP-ITSPA2/post-diploma-certificate-in-applied-data-science-part-of-specialist-diploma-in-business-and-big-data-analytics,(organic),301,36,301,120,375,365,1.02739726,76.43223991,0.117808219,143,301,36,301,120,375,365,1.02739726,76.43223991,0.117808219,143,
/adult-learner/course-detail/NYP-EGSPA4/post-diploma-certificate-in-sustainability-reporting-and-esg-data-management-part-of-specialist-diploma-in-carbon-management-for-sustainability-reporting,(direct),299,66,299,40,332,324,1.024691358,58.99765917,0.049382716,53,299,66,299,40,332,324,1.024691358,58.99765917,0.049382716,53,
/adult-learner/course-detail/NYP-ASAP01/advanced-diploma-in-pharmaceutical-sciences,(direct),297,29,296,51,330,320,1.03125,46.51049362,0.053125,94,297,29,296,51,330,320,1.03125,46.51049362,0.053125,94,
/adult-learner/course-detail/NYP-EGSP18/specialist-diploma-in-biomedical-and-pharmaceutical-engineering,(direct),297,37,297,75,371,345,1.075362319,60.04476563,0.101449275,130,297,37,297,75,371,345,1.075362319,60.04476563,0.101449275,130,
/adult-learner/course-detail/NYP-EGDP04/diploma-in-engineering-aerospace-manufacturing,(direct),296,22,295,54,366,349,1.048710602,41.7123338,0.103151862,105,296,22,295,54,366,349,1.048710602,41.7123338,0.103151862,105,
/adult-learner/course-detail/NYP-EGSP15/specialist-diploma-in-cloud-security-and-iot-cloud-services,(direct),296,55,296,41,345,323,1.068111455,41.74097696,0.046439628,83,296,55,296,41,345,323,1.068111455,41.74097696,0.046439628,83,
/adult-learner/course-detail/NYP-EGEP04/work-study-post-diploma-specialist-diploma-in-biomedical-and-pharmaceutical-engineering,(organic),295,46,294,111,448,365,1.22739726,91.87143109,0.128767123,187,295,46,294,111,448,365,1.22739726,91.87143109,0.128767123,187,
/adult-learner/course-detail/NYP-CB0553/sc101-customs-procedures,(organic),294,176,294,91,453,405,1.118518519,178.7571731,0.202469136,250,294,176,294,91,453,405,1.118518519,178.7571731,0.202469136,250,
/adult-learner/course-detail/NYP-CE231001/building-artificial-intelligence-ai-applications-from-end-to-end-classroom-and-synchronous-e-learning,(organic),290,20,290,101,376,359,1.04735376,578.6132533,0.125348189,150,290,20,290,101,376,359,1.04735376,578.6132533,0.125348189,150,
/adult-learner/course-detail/NYP-ITSP12/specialist-diploma-in-applied-artificial-intelligence,(organic),290,12,289,125,438,412,1.063106796,142.2474887,0.123786408,215,290,12,289,125,438,412,1.063106796,142.2474887,0.123786408,215,
/adult-learner/course-types/recommended/applied-science,1.20217E+17,286,286,286,0,287,286,1.003496503,1.753306129,0.972027972,285,286,286,286,0,287,286,1.003496503,1.753306129,0.972027972,285,
/adult-learner/course-detail/NYP-ITDP04/diploma-in-infocomm-and-digital-media-it-network-and-system-administration-dinsa2,cet-q1-2025,284,0,283,70,427,358,1.19273743,122.1609013,0.086592179,165,284,0,283,70,427,358,1.19273743,122.1609013,0.086592179,165,
/adult-learner/course-detail/NYP-CE1540/introduction-to-artificial-intelligence-and-machine-learning-synchronous-e-learning,(direct),283,26,283,32,307,307,1,37.61396874,0.055374593,48,283,26,283,32,307,307,1,37.61396874,0.055374593,48,
/adult-learner/course-detail/NYP-WSCY05_801/sctp-advanced-certificate-in-food-services-culinary-arts-part-time,(direct),283,49,283,25,300,295,1.016949153,26.91059099,0.044067797,41,283,49,283,25,300,295,1.016949153,26.91059099,0.044067797,41,
/adult-learner/course-detail/NYP-CB243001/sctp-certificate-in-digital-marketing-and-content-curation,(organic),282,46,279,117,392,363,1.079889807,133.651155,0.085399449,185,282,46,279,117,392,363,1.079889807,133.651155,0.085399449,185,
/adult-learner/course-detail/NYP-ITSPA1/post-diploma-certificate-in-business-analytics-part-of-specialist-diploma-in-business-and-big-data-analytics,(organic),282,46,282,113,369,352,1.048295455,115.0443154,0.105113636,142,282,46,282,113,369,352,1.048295455,115.0443154,0.105113636,142,
/adult-learner/course-detail/NYP-ITSPA2/post-diploma-certificate-in-applied-data-science-part-of-specialist-diploma-in-business-and-big-data-analytics,(direct),282,23,281,50,322,315,1.022222222,40.32136955,0.057142857,66,282,23,281,50,322,315,1.022222222,40.32136955,0.057142857,66,
/adult-learner/course-detail/NYP-CLSP07/specialist-diploma-in-clinical-research-management,(organic),281,135,280,92,381,349,1.091690544,113.6000896,0.17765043,213,281,135,280,92,381,349,1.091690544,113.6000896,0.17765043,213,
/adult-learner/course-detail/NYP-EGDP05/diploma-in-engineering-mechatronics,(direct),280,29,279,50,338,316,1.069620253,69.56383714,0.069620253,98,280,29,279,50,338,316,1.069620253,69.56383714,0.069620253,98,
/adult-learner/course-detail/NYP-HSAF42/advanced-diploma-in-nursing-medical-surgical-adms1,(direct),278,39,277,42,307,303,1.01320132,31.25431487,0.075907591,88,278,39,277,42,307,303,1.01320132,31.25431487,0.075907591,88,
/adult-learner/course-detail/NYP-ITLP01/work-study-certificate-leading-to-diploma-in-infocomm-and-digital-media-it-network-and-system-administration-dinsa2,(direct),278,28,278,43,367,345,1.063768116,61.06168999,0.136231884,102,278,28,278,43,367,345,1.063768116,61.06168999,0.136231884,102,
/adult-learner/course-detail/NYP-HSSP18/specialist-diploma-in-nursing-gerontology,(direct),276,34,275,36,325,302,1.07615894,42.6853159,0.082781457,87,276,34,275,36,325,302,1.07615894,42.6853159,0.082781457,87,
/adult-learner/course-detail/NYP-WSCY06_801/sctp-advanced-certificate-in-food-services-pastry-and-baking-part-time,(direct),276,32,275,26,309,296,1.043918919,43.05455744,0.047297297,49,276,32,275,26,309,296,1.043918919,43.05455744,0.047297297,49,
/adult-learner/course-detail/NYP-EGSP09/specialist-diploma-in-cloud-data-centre-technology-and-management,(organic),275,166,273,83,365,346,1.054913295,159.6442074,0.167630058,247,275,166,273,83,365,346,1.054913295,159.6442074,0.167630058,247,
/adult-learner/course-detail/NYP-EGSPA1/post-diploma-certificate-in-gxp-of-operations-management-part-of-specialist-diploma-in-biomedical-and-pharmaceutical-engineering,(direct),275,12,275,56,319,323,0.987616099,41.10686329,0.030959752,54,275,12,275,56,319,323,0.987616099,41.10686329,0.030959752,54,
/adult-learner/course-types/part-time-diplomas-certificates,2025S1-sbm-acet,275,3,274,102,410,351,1.168091168,93.59861088,0.048433048,84,275,3,274,102,410,351,1.168091168,93.59861088,0.048433048,84,
/adult-learner/course-detail/NYP-HSSP14/specialist-diploma-in-clinical-education,(direct),274,44,272,36,325,310,1.048387097,46.99072196,0.135483871,96,274,44,272,36,325,310,1.048387097,46.99072196,0.135483871,96,
/adult-learner/course-detail/NYP-EGSP19/specialist-diploma-in-robotics-and-automation-systems-design,(direct),273,24,272,31,306,287,1.066202091,37.23422407,0.045296167,50,273,24,272,31,306,287,1.066202091,37.23422407,0.045296167,50,
/adult-learner/course-detail/NYP-EGSP21/specialist-diploma-in-carbon-management-for-sustainability-reporting,(direct),272,33,271,46,322,313,1.028753994,69.9436026,0.073482428,68,272,33,271,46,322,313,1.028753994,69.9436026,0.073482428,68,
/adult-learner/course-types/short-courses/singapore-customs-courses-businesses,(direct),272,86,271,27,340,303,1.122112211,64.30438795,0.145214521,72,272,86,271,27,340,303,1.122112211,64.30438795,0.145214521,72,
